db_id,question,gold_sql,predicted_sql,execution_accuracy
car_1,What are the different models created by either the car maker General Motors or weighed more than 3500?,SELECT DISTINCT T2.Model FROM CAR_NAMES AS T1 JOIN MODEL_LIST AS T2 ON T1.Model  =  T2.Model JOIN CAR_MAKERS AS T3 ON T2.Maker  =  T3.Id JOIN CARS_DATA AS T4 ON T1.MakeId  =  T4.Id WHERE T3.FullName  =  'General Motors' OR T4.weight  >  3500;,"SELECT model
FROM model_list
WHERE Maker IN ('General Motors')
OR (car_names.Weight > 3500)
GROUP BY model
JOIN car_makers ON model_list.Maker = car_makers.Id
JOIN cars_data ON car_names.MakeId = cars_data.Id;","PRED_FAIL: near ""JOIN"": syntax error"
car_1,In which years cars were produced weighing no less than 3000 and no more than 4000 ?,select distinct year from cars_data where weight between 3000 and 4000;,"SELECT cars_data.Year
FROM cars_data
JOIN car_names ON cars_data.Id = car_names.MakeId
JOIN model_list ON car_names.Model = model_list.Model
JOIN car_makers ON model_list.Maker = car_makers.Id
JOIN countries ON car_makers.Country = countries.CountryId
JOIN continents ON countries.Continent = continents.ContId
",MISMATCH
car_1,What are the different years in which there were cars produced that weighed less than 4000 and also cars that weighted more than 3000 ?,select distinct year from cars_data where weight between 3000 and 4000;,"To find the different years in which cars weighing less than 4000 pounds and more than 3000 pounds were produced, you can use the following SQL query:

```sql
SELECT DISTINCT cars_data.Year
FROM cars_data
WHERE Weight < 4000
UNION ALL
SELECT DISTINCT cars_data.Year
FROM cars_data
WHERE Weight > 3000
","PRED_FAIL: near ""To"": syntax error"
car_1,What is the horsepower of the car with the largest accelerate?,SELECT T1.horsepower FROM CARS_DATA AS T1 ORDER BY T1.accelerate DESC LIMIT 1;,"To find the car with the largest accelerate and its horsepower, you can use the following SQL query:

```sql
SELECT cars_data.Horsepower
FROM cars_data
JOIN car_names ON cars_data.Id = car_names.MakeId
JOIN model_list ON car_names.Model = model_list.Model
JOIN car_makers ON model_list.Maker = car_makers.Id
JOIN","PRED_FAIL: near ""To"": syntax error"
car_1,What is the horsepower of the car with the greatest accelerate?,SELECT T1.horsepower FROM CARS_DATA AS T1 ORDER BY T1.accelerate DESC LIMIT 1;,"To find the car with the greatest accelerate and its horsepower, you can use the following SQL query:

```sql
SELECT cars_data.Horsepower
FROM cars_data
JOIN car_names ON cars_data.Id = car_names.MakeId
JOIN model_list ON car_names.Model = model_list.Model
JOIN car_makers ON model_list.Maker = car_makers.Id
JOIN","PRED_FAIL: near ""To"": syntax error"
car_1,"For model volvo, how many cylinders does the car with the least accelerate have?",SELECT T1.cylinders FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Model  =  'volvo' ORDER BY T1.accelerate ASC LIMIT 1;,"To find the car with the least accelerate for the model ""volvo"" and its corresponding number of cylinders, you can use the following SQL query:

```sql
SELECT cars_data.Cylinders
FROM cars_data
INNER JOIN car_names ON cars_data.Id = car_names.MakeId
INNER JOIN model_list ON car_names.Model = model_list.Model
INNER JOIN car","PRED_FAIL: near ""To"": syntax error"
car_1,"For a volvo model, how many cylinders does the version with least accelerate have?",SELECT T1.cylinders FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T2.Model  =  'volvo' ORDER BY T1.accelerate ASC LIMIT 1;,"To find the Volvo model with the least accelerate and the number of cylinders for that model, you can use the following SQL query:

```sql
SELECT cars_data.Cylinders
FROM car_names car_names
JOIN model_list model_list ON car_names.Model = model_list.Model
JOIN car_makers car_makers ON model_list.Maker = car_makers.Id
JOIN cars","PRED_FAIL: near ""To"": syntax error"
car_1,How many cars have a larger accelerate than the car with the largest horsepower?,SELECT COUNT(*) FROM CARS_DATA WHERE Accelerate  >  ( SELECT Accelerate FROM CARS_DATA ORDER BY Horsepower DESC LIMIT 1 );,"SELECT MAX(Horsepower) AS MaxHorsepower
FROM cars_data;",MISMATCH
car_1,What is the number of cars with a greater accelerate than the one with the most horsepower?,SELECT COUNT(*) FROM CARS_DATA WHERE Accelerate  >  ( SELECT Accelerate FROM CARS_DATA ORDER BY Horsepower DESC LIMIT 1 );,"SELECT TOP 1 Id, Horsepower
FROM cars_data
ORDER BY Horsepower DESC","PRED_FAIL: near ""1"": syntax error"
car_1,How many countries has more than 2 car makers ?,select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2,"SELECT c.Country
FROM countries c
WHERE (
  SELECT COUNT(*)
  FROM car_makers cm
  WHERE cm.Country = c.Country
  GROUP BY cm.Country
  HAVING COUNT(*) > 2
) IS NOT EMPTY;",PRED_FAIL: no such column: c.Country
car_1,What is the number of countries with more than 2 car makers ?,select count(*) from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  2,"SELECT COUNT(DISTINCT c.Country) as num_countries
FROM countries c
JOIN car_makers cm ON c.CountryId = cm.CountryId
GROUP BY c.Country
HAVING COUNT(cm.Id) > 2;",PRED_FAIL: no such column: c.Country
car_1,How many cars has over 6 cylinders?,SELECT COUNT(*) FROM CARS_DATA WHERE Cylinders  >  6;,"SELECT COUNT(*)
FROM cars_data
WHERE Cylinders > 6;",MATCH
car_1,What is the number of carsw ith over 6 cylinders?,SELECT COUNT(*) FROM CARS_DATA WHERE Cylinders  >  6;,"SELECT COUNT(*)
FROM cars_data
WHERE Cylinders > 6;",MATCH
car_1,"For the cars with 4 cylinders, which model has the largest horsepower?",SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;,"SELECT model
FROM car_names AS cn
JOIN model_list AS ml ON cn.Model = ml.Model
JOIN cars_data AS cd ON ml.Maker = cd.MakeId
WHERE Cylinders = 4
ORDER BY Horsepower DESC
LIMIT 1;",PRED_FAIL: ambiguous column name: model
car_1,"For all of the 4 cylinder cars, which model has the most horsepower?",SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Cylinders  =  4 ORDER BY T2.horsepower DESC LIMIT 1;,"To find the model with the most horsepower among the 4 cylinder cars, you can use the following SQL query:

```sql
SELECT model
FROM car_names cn
JOIN model_list ml ON cn.Model = ml.Model
JOIN car_makers cm ON ml.Maker = cm.Id
JOIN cars_data cd ON cd.Id = cn.MakeId
WHERE Cylinders = 4
","PRED_FAIL: near ""To"": syntax error"
car_1,"Among the cars with more than lowest horsepower, which ones do not have more than 3 cylinders? List the car makeid and make name.","SELECT T2.MakeId ,  T2.Make FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Horsepower  >  (SELECT min(Horsepower) FROM CARS_DATA) AND T1.Cylinders  <=  3;","To answer the question, we first need to find the cars with horsepower greater than the lowest horsepower and fewer than or equal to 3 cylinders. We can then join with the car_names and car_makers tables to get the make ID and name.

Here's the SQL query:

```sql
SELECT cm.Id AS MakeId, cn.Make
FROM cars_data cd
JOIN car_names cn ON cd.Id","PRED_FAIL: near ""To"": syntax error"
car_1,"Among the cars that do not have the minimum horsepower , what are the make ids and names of all those with less than 4 cylinders ?","select t2.makeid ,  t2.make from cars_data as t1 join car_names as t2 on t1.id  =  t2.makeid where t1.horsepower  >  (select min(horsepower) from cars_data) and t1.cylinders  <  4;","To find the make ids and names of cars with less than 4 cylinders and no minimum horsepower, you can use the following SQL query:

```sql
SELECT car_makers.Id AS MakeId, car_makers.FullName AS MakeName
FROM car_makers
INNER JOIN car_names ON car_makers.Id = car_names.Maker
INNER JOIN model_list ON car_names.Model = model_list","PRED_FAIL: near ""To"": syntax error"
car_1,What is the maximum miles per gallon of the car with 8 cylinders or produced before 1980 ?,select max(mpg) from cars_data where cylinders  =  8 or year  <  1980,"SELECT MAX(cars_data.MPG)
FROM cars_data
WHERE Cylinders = 8 OR Year < 1980;",MATCH
car_1,What is the maximum mpg of the cars that had 8 cylinders or that were produced before 1980 ?,select max(mpg) from cars_data where cylinders  =  8 or year  <  1980,"SELECT MAX(cars_data.MPG)
FROM cars_data
WHERE Cylinders = 8 OR Year < 1980;",MATCH
car_1,Which models are lighter than 3500 but not built by the 'Ford Motor Company'?,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.Model  =  T2.Model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.Id JOIN CAR_MAKERS AS T4 ON T1.Maker  =  T4.Id WHERE T3.weight  <  3500 AND T4.FullName != 'Ford Motor Company';,"SELECT model
FROM model_list ml
JOIN car_makers cm ON ml.Maker = cm.Id
JOIN cars_data cd ON ml.Model = cd.MakeId
WHERE cd.Weight < 3500 AND cm.FullName != 'Ford Motor Company';",PRED_FAIL: no such column: cd.MakeId
car_1,What are the different models wthat are lighter than 3500 but were not built by the Ford Motor Company?,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.Model  =  T2.Model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.Id JOIN CAR_MAKERS AS T4 ON T1.Maker  =  T4.Id WHERE T3.weight  <  3500 AND T4.FullName != 'Ford Motor Company';,"To find the different models that are lighter than 3500 pounds and were not built by the Ford Motor Company, you can use the following SQL query:

```sql
SELECT model_list.Model
FROM model_list
JOIN car_makers ON model_list.Maker = car_makers.Id
WHERE car_makers.FullName <> 'Ford Motor Company' -- Assuming FullName is a column in car_makers table that","PRED_FAIL: near ""To"": syntax error"
car_1,What are the name of the countries where there is not a single car maker?,SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;,"SELECT c.CountryName
FROM countries c
LEFT JOIN car_makers cm ON c.CountryId = cm.Country
WHERE cm.Id IS NULL",MATCH
car_1,What are the names of the countries with no car makers?,SELECT CountryName FROM countries EXCEPT SELECT T1.CountryName FROM countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.countryId  =  T2.Country;,"To find the names of the countries with no car makers, you can use a left outer join to join the countries table with the car_makers table on the CountryId column, and then filter for countries where there are no matching records in the car_makers table. Here's the SQL query:

```sql
SELECT c.Country
FROM countries c
LEFT OUTER JOIN car_makers cm ON c.CountryId = cm.Country
WHERE cm.","PRED_FAIL: near ""To"": syntax error"
car_1,Which are the car makers which produce at least 2 models and more than 3 car makers ? List the id and the maker .,"select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker group by t1.id having count(*)  >=  2 intersect select t1.id ,  t1.maker from car_makers as t1 join model_list as t2 on t1.id  =  t2.maker join car_names as t3 on t2.model  =  t3.model group by t1.id having count(*)  >  3;","To find the car makers that produce at least 2 models and more than 3 cars, you can use the following SQL query:

```sql
SELECT cm.Id, cm.Maker
FROM car_makers cm
JOIN model_list ml ON cm.Id = ml.Maker
JOIN (
  SELECT m.Maker, COUNT(*) as NumModels
  FROM model_list m
  GROUP BY m.","PRED_FAIL: near ""To"": syntax error"
car_1,What are the ids and makers of all car makers that produce at least 2 models and make more than 3 cars?,"SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id HAVING count(*)  >=  2 INTERSECT SELECT T1.Id ,  T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model GROUP BY T1.Id HAVING count(*)  >  3;","To find the ids and makers of all car makers that produce at least 2 models and make more than 3 cars, you can use the following SQL query:

```sql
SELECT car_makers.Id, car_makers.Maker
FROM car_makers
JOIN model_list ON car_makers.Id = model_list.Maker
JOIN (
  SELECT Maker, COUNT(*) as NumModels
  FROM model","PRED_FAIL: near ""To"": syntax error"
car_1,What are the id and names of the countries which have more than 3 car makers or produce the 'fiat' model?,"SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.countryId HAVING count(*)  >  3 UNION SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country JOIN MODEL_LIST AS T3 ON T2.Id  =  T3.Maker WHERE T3.Model  =  'fiat';","SELECT countries.CountryId, countries.CountryName
FROM countries
WHERE (SELECT COUNT(*) FROM car_makers cm WHERE cm.Country = countries.CountryId) > 3
OR (SELECT COUNT(*) FROM model_list ml JOIN car_makers cm ON ml.Maker = cm.Id WHERE ml.Model = 'fiat' AND countries.Country = cm.Country) > 0;",PRED_FAIL: no such column: countries.Country
car_1,What are the ids and names of all countries that either have more than 3 car makers or produce fiat model ?,"select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  3 union select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country join model_list as t3 on t2.id  =  t3.maker where t3.model  =  'fiat';","SELECT countries.Country, countries.CountryId
FROM countries
WHERE (SELECT COUNT(*) FROM car_makers cm WHERE cm.Country = countries.Country) > 3
OR EXISTS (
 SELECT 1
 FROM car_makers cm
 INNER JOIN model_list ml ON cm.Id = ml.Maker
 INNER JOIN car_names cn ON ml.Model = cn.Model
 WHERE countries.Country = cm",PRED_FAIL: incomplete input
flight_2,"Which country does Airline ""JetBlue Airways"" belong to?","SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""","SELECT Country
FROM airlines
WHERE Airline = 'JetBlue Airways';",MATCH
flight_2,What country is Jetblue Airways affiliated with?,"SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""","SELECT Country
FROM airlines
WHERE Airline = 'Jetblue Airways';",MISMATCH
flight_2,"What is the abbreviation of Airline ""JetBlue Airways""?","SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""","SELECT Abbreviation
FROM airlines
WHERE Airline = 'JetBlue Airways';",MATCH
flight_2,Which abbreviation corresponds to Jetblue Airways?,"SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""","SELECT Abbreviation
FROM airlines
WHERE Airline = 'Jetblue Airways';",MISMATCH
flight_2,"List all airline names and their abbreviations in ""USA"".","SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA""","SELECT a.Airline, a.Abbreviation
FROM airlines a
WHERE a.Country = 'USA';",MATCH
flight_2,What are the airline names and abbreviations for airlines in the USA?,"SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA""","SELECT a.Airline, a.Abbreviation
FROM airlines a
WHERE Country = 'USA';",MATCH
flight_2,List the airport code and name in the city of Anthony.,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony""","SELECT AirportCode, AirportName
FROM airports
WHERE City = 'Anthony';",MATCH
flight_2,Give the airport code and airport name corresonding to the city Anthony.,"SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony""","SELECT AirportCode, AirportName FROM airports WHERE City = 'Anthony';",MATCH
flight_2,How many airlines do we have?,SELECT count(*) FROM AIRLINES,SELECT COUNT(DISTINCT airlines.Airline) FROM airlines;,MATCH
flight_2,What is the total number of airlines?,SELECT count(*) FROM AIRLINES,SELECT COUNT(*) FROM airlines;,MATCH
flight_2,How many airports do we have?,SELECT count(*) FROM AIRPORTS,SELECT COUNT(*) FROM airports;,MATCH
flight_2,Return the number of  airports.,SELECT count(*) FROM AIRPORTS,SELECT COUNT(*) FROM airports;,MATCH
flight_2,How many flights do we have?,SELECT count(*) FROM FLIGHTS,SELECT COUNT(*) FROM flights;,MATCH
flight_2,Return the number of flights.,SELECT count(*) FROM FLIGHTS,SELECT COUNT(*) FROM flights;,MATCH
flight_2,Which airline has abbreviation 'UAL'?,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL""",SELECT Airline FROM airlines WHERE Abbreviation = 'UAL';,MATCH
flight_2,Give the airline with abbreviation 'UAL'.,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL""","SELECT Airline
FROM airlines
WHERE Abbreviation = 'UAL';",MATCH
flight_2,How many airlines are from USA?,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA""","SELECT COUNT(DISTINCT a.Abbreviation)
FROM airlines a
WHERE Country = 'USA';",MATCH
flight_2,Return the number of airlines in the USA.,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA""","SELECT COUNT(DISTINCT a.Abbreviation)
FROM airlines a
WHERE Country = 'USA';",MATCH
flight_2,Which city and country is the Alton airport at?,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton""","SELECT City, Country
FROM airports
WHERE AirportCode = 'Alton' -- Assuming you mean Alton International Airport (QAL) in England
-- If you meant a different Alton airport, please replace 'Alton' with the correct AirportCode.",MATCH
flight_2,Give the city and country for the Alton airport.,"SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton""","SELECT City, Country
FROM airports
WHERE AirportCode = 'Alton' ;",MATCH
flight_2,What is the airport name for airport 'AKO'?,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""",SELECT AirportName FROM airports WHERE AirportCode = 'AKO';,MATCH
flight_2,Return the name of the airport with code 'AKO'.,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""",SELECT AirportName FROM airports WHERE AirportCode = 'AKO';,MATCH
flight_2,What are airport names at City 'Aberdeen'?,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""",SELECT AirportName FROM airports WHERE City = 'Aberdeen';,MATCH
flight_2,What are the names of airports in Aberdeen?,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""","SELECT AirportName FROM airports WHERE CountryAbbrev = 'GB' AND AirportCode IN (
  SELECT DestAirport FROM flights WHERE SourceAirport IN (
    SELECT AirportCode FROM airports WHERE City = 'Aberdeen'
  )
);",MATCH
flight_2,How many flights depart from 'APG'?,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG""",SELECT COUNT(*) FROM flights WHERE SourceAirport = 'APG';,MATCH
flight_2,Count the number of flights departing from 'APG'.,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG""",SELECT COUNT(*) FROM flights WHERE SourceAirport = 'APG';,MATCH
flight_2,How many flights have destination ATO?,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO""",SELECT COUNT(*) FROM flights WHERE DestAirport = 'ATO';,MATCH
flight_2,Count the number of flights into ATO.,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO""",SELECT COUNT(*) FROM flights WHERE DestAirport = (SELECT AirportCode FROM airports WHERE AirportName = 'ATO' OR AirportCode = 'ATO');,MATCH
flight_2,How many flights depart from City Aberdeen?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT COUNT(*) FROM flights WHERE SourceAirport = (SELECT AirportCode FROM airports WHERE AirportName = 'Aberdeen');,MATCH
flight_2,Return the number of flights departing from Aberdeen.,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT COUNT(*) FROM flights WHERE SourceAirport = (SELECT AirportCode FROM airports WHERE AirportName = 'Aberdeen');,MATCH
flight_2,How many flights arriving in Aberdeen city?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT COUNT(*) FROM flights WHERE DestAirport = (SELECT AirportCode FROM airports WHERE City = 'Aberdeen');,MATCH
flight_2,Return the number of flights arriving in Aberdeen.,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",SELECT COUNT(*) FROM flights WHERE DestAirport = (SELECT AirportCode FROM airports WHERE AirportName = 'Aberdeen');,MATCH
flight_2,How many flights depart from City 'Aberdeen' and have destination City 'Ashley'?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen""","SELECT COUNT(*) FROM flights
WHERE SourceAirport = (SELECT AirportCode FROM airports WHERE AirportName = 'Aberdeen')
AND DestAirport = (SELECT AirportCode FROM airports WHERE AirportName = 'Ashley');",MATCH
flight_2,How many flights fly from Aberdeen to Ashley?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen""","To answer your question, I would need to check if there are any flights from Aberdeen to Ashley in the given database. However, I see a mistake in your question as there is no airport named Ashley in the provided airport table. Please check the airport names in your database and provide the correct name if it exists. If not, there will be no flights from Aberdeen to Ashley according to the given data.

Here's the SQL query to find the number","PRED_FAIL: near ""To"": syntax error"
flight_2,How many flights does airline 'JetBlue Airways' have?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""",SELECT COUNT(*) FROM flights WHERE Airline = 'JetBlue Airways';,MISMATCH
flight_2,Give the number of Jetblue Airways flights.,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""",SELECT COUNT(*) FROM flights WHERE Airline = 'Jetblue Airways';,MISMATCH
flight_2,How many 'United Airlines' flights go to Airport 'ASY'?,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY""","SELECT COUNT(*)
FROM flights
WHERE Airline = 'United Airlines'
AND DestAirport = (SELECT AirportCode FROM airports WHERE AirportName = 'ASY');",MATCH
flight_2,Count the number of United Airlines flights arriving in ASY Airport.,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY""","SELECT COUNT(*) FROM flights
WHERE Airline = 'United' AND DestAirport = (SELECT AirportCode FROM airports WHERE AirportName = 'ASY');",MATCH
flight_2,How many 'United Airlines' flights depart from Airport 'AHD'?,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD""","SELECT COUNT(*) FROM flights
WHERE Airline = 'United Airlines' AND SourceAirport = (SELECT AirportCode FROM airports WHERE AirportName = 'AHD');",MATCH
flight_2,Return the number of United Airlines flights leaving from AHD Airport.,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD""","SELECT COUNT(*) FROM flights
WHERE Airline = 'United Airlines' AND SourceAirport = (
  SELECT AirportCode FROM airports
  WHERE AirportName = 'AHD'
);",MATCH
flight_2,How many United Airlines flights go to City 'Aberdeen'?,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""",SELECT COUNT(*) FROM flights WHERE Airline = 'United' AND DestAirport = (SELECT AirportCode FROM airports WHERE AirportName = 'Aberdeen');,MATCH
flight_2,Count the number of United Airlines flights that arrive in Aberdeen.,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""","SELECT COUNT(*) FROM flights
WHERE Airline = 'United' AND DestAirport IN (
  SELECT AirportCode FROM airports
  WHERE AirportName = 'Aberdeen'
);",MATCH
flight_2,Which city has most number of arriving flights?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,"To find the city with the most number of arriving flights, you can use the following SQL query:

```sql
SELECT City
FROM airports a
JOIN (
  SELECT Airline, AirportCode AS DestAirport, COUNT(*) AS NumFlights
  FROM flights
  GROUP BY Airline, AirportCode
) f ON a.AirportCode = f.DestAirport
ORDER BY NumFlights DESC
LIMIT ","PRED_FAIL: near ""To"": syntax error"
flight_2,Which city has the most frequent destination airport?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,"To find the city with the most frequent destination airport, you can join the `airports` and `flights` tables on their common `AirportCode` column, group the results by the `City` column, and count the number of flights for each city. Then, you can order the results in descending order by the flight count and select the top result:

```sql
SELECT a.City
FROM airports a
JOIN flights f ON a.Air","PRED_FAIL: near ""To"": syntax error"
flight_2,Which city has most number of departing flights?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,"To find the city with the most number of departing flights, you can use the following SQL query:

```sql
SELECT City
FROM airports
JOIN (
  SELECT SourceAirport AS Airport, COUNT(*) AS NumFlights
  FROM flights
  GROUP BY SourceAirport
  ORDER BY NumFlights DESC
  LIMIT 1
) AS TopAirport
ON airports.AirportCode = TopAir","PRED_FAIL: near ""To"": syntax error"
flight_2,Which city is the most frequent source airport?,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,"To find the city that is the most frequent source airport, you can use the following SQL query:

```sql
SELECT City
FROM airports a
JOIN (
  SELECT Airline, SourceAirport, COUNT(*) as num_flights
  FROM flights
  GROUP BY Airline, SourceAirport
  ORDER BY num_flights DESC
  LIMIT 1
) f ON a.AirportCode = f","PRED_FAIL: near ""To"": syntax error"
flight_2,What is the code of airport that has the highest number of flights?,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,"SELECT AirportCode
FROM airports a
JOIN (
  SELECT Airline, AirportCode, COUNT(*) as FlightCount
  FROM flights
  GROUP BY Airline, AirportCode
  ORDER BY FlightCount DESC
  LIMIT 1
) b ON a.AirportCode = b.AirportCode;",PRED_FAIL: no such column: AirportCode
